Ticker,Company,CEO,Year,SEO Pay
TRGP,Targa Resources Corp.,Joe Perkins,2019,"$12,460,549"
APG,APi Group Corporation,Russell Becker,2019,"$12,403,336"
GME,GameStop Corp.,George Sherman,2020,"$12,400,377"
HOLX,"Hologic, Inc.",Stephen MacMillan,2019,"$12,374,753"
TPR,"Tapestry, Inc.",Victor Luis,2019,"$12,362,240"
DLR,"Digital Realty Trust, Inc.",A. Stein,2019,"$12,337,700"
TWLO,"Twilio, Inc.",Jeff Lawson,2019,"$12,292,576"
CMPR,Cimpress PLC,Robert Keane,2019,"$12,280,920"
PLCE,"The Children's Place, Inc.",Jane Elfers,2020,"$12,208,109"
MLM,"Martin Marietta Materials, Inc.",C. Nye,2019,"$12,198,358"
MIK,"Michaels Cos., Inc.",Ashley Buchanan,2020,"$12,192,765"
RL,Ralph Lauren Corporation,Patrice Louvet,2020,"$12,170,470"
YUMC,"Yum China Holdings, Inc.",Joey Wat,2019,"$12,170,001"
SYF,Synchrony Financial,Margaret Keane,2019,"$12,169,308"
AGO,Assured Guaranty Ltd.,Dominic Frederico,2019,"$12,153,470"
SPGI,"S&P Global, Inc.",Douglas Peterson,2019,"$12,152,512"
TTD,"The Trade Desk, Inc.",Jeff Green,2019,"$12,135,473"
KRC,Kilroy Realty Corporation,John Kilroy Jr.,2019,"$12,085,986"
KMB,Kimberly-Clark Corporation,Michael Hsu,2019,"$12,028,120"
ROST,"Ross Stores, Inc.",Barbara Rentler,2020,"$12,024,336"
DG,Dollar General Corporation,Todd Vasos,2020,"$12,008,059"
IT,"Gartner, Inc.",Eugene Hall,2019,"$11,960,245"
ADI,"Analog Devices, Inc.",Vincent Roche,2019,"$11,948,434"
CVLT,"Commvault Systems, Inc.",Sanjay Mirchandani,2019,"$11,918,017"
BXP,"Boston Properties, Inc.",Owen Thomas,2019,"$11,917,600"
TKR,The Timken Company,Richard Kyle,2019,"$11,879,251"
VRNT,Verint Systems Inc.,Dan Bodner,2020,"$11,869,672"
CME,CME Group Inc.,Terrence Duffy,2019,"$11,867,214"
BLL,Ball Corporation,John Hayes,2019,"$11,855,921"
MDC,"M.D.C. Holdings, Inc.",Larry Mizel,2019,"$11,785,588"
EIX,Edison International,Pedro Pizarro,2019,"$11,761,702"
BGCP,"BGC Partners, Inc.",Howard Lutnick,2019,"$11,750,000"
ROK,"Rockwell Automation, Inc.",Blake Moret,2019,"$11,710,165"
COKE,"Coca-Cola Consolidated, Inc.",J. Harrison,2019,"$11,707,624"
ZNGA,Zynga Inc.,Frank Gibeau,2019,"$11,679,821"
VGR,Vector Group Ltd.,Howard Lorber,2019,"$11,675,471"
ARW,"Arrow Electronics, Inc.",Michael Long,2019,"$11,671,842"
DD,"DuPont de Nemours, Inc.",C. Doyle,2019,"$11,660,634"
WRK,WestRock Company,Steven Voorhees,2019,"$11,659,257"
ROLL,RBC Bearings Incorporated,Michael Hartnett,2019,"$11,640,585"
LOW,"Lowe's Companies, Inc.",Marvin Ellison,2020,"$11,621,369"
APLT,"Applied Therapeutics, Inc.",Shoshana Shendelman,2019,"$11,589,972"
GFF,Griffon Corporation,Ronald Kramer,2019,"$11,579,690"
AAL,American Airlines Group Inc.,W. Parker,2019,"$11,571,714"
ADSK,"Autodesk, Inc.",Andrew Anagnost,2020,"$11,569,657"
SONO,"Sonos, Inc.",Patrick Spence,2019,"$11,568,706"
AAPL,Apple Inc.,Timothy Cook,2019,"$11,555,466"
FMC,FMC Corporation,PIERRE BRONDEAU,2019,"$11,536,552"
EW,Edwards Lifesciences Corporation,Michael Mussallem,2019,"$11,520,973"
IVZ,Invesco Ltd.,Martin Flanagan,2019,"$11,518,949"
FLT,"FleetCor Technologies, Inc.",Ronald Clarke,2019,"$11,504,313"
NVDA,NVIDIA Corporation,Jen-Hsun Huang,2020,"$11,492,280"
TFC,Truist Financial Corporation,Kelly King,2019,"$11,491,109"
VNO,Vornado Realty Trust,Steven Roth,2019,"$11,466,885"
BBY,"Best Buy Co., Inc.",Corie Barry,2020,"$11,440,663"
GLPI,"Gaming & Leisure Properties, Inc.",Peter Carlino,2019,"$11,433,673"
JBL,"Jabil, Inc.",Mark Mondello,2019,"$11,412,435"
SITM,Sitime Corporation,Rajesh Vashist,2019,"$11,403,292"
XRAY,DENTSPLY SIRONA Inc.,Donald Casey Jr.,2019,"$11,366,243"
CTVA,"Corteva, Inc.",James Collins Jr.,2019,"$11,357,053"
VTR,"Ventas, Inc.",Debra Cafaro,2019,"$11,348,335"
FICO,Fair Isaac Corporation,William Lansing,2019,"$11,345,257"
WPX,"WPX Energy, Inc.",Richard Muncrief,2019,"$11,334,302"
SEAS,"SeaWorld Entertainment, Inc.",Sergio Rivera,2019,"$11,327,755"
SNR,"New Senior Investment Group, Inc.",Susan Givens,2019,"$11,319,108"
ABC,AmerisourceBergen Corporation,Steven Collis,2019,"$11,309,930"
POST,"Post Holdings, Inc.",Robert Vitale,2019,"$11,305,816"
KBR,"KBR, Inc.",Stuart B. Bradie,2019,"$11,300,645"
WM,"Waste Management, Inc.",James Fish,2019,"$11,298,101"
LULU,lululemon athletica inc.,Calvin McDonald,2020,"$11,289,944"
EQH,"Equitable Holdings, Inc.",Mark Pearson,2019,"$11,254,123"
XLNX,"Xilinx, Inc.",Victor Peng,2020,"$11,222,252"
TW,"Tradeweb Markets, Inc.",Lee Olesky,2019,"$11,210,498"
WSO,"Watsco, Inc.",Albert Nahmad,2019,"$11,204,097"
ALLO,"Allogene Therapeutics, Inc.",David Chang,2019,"$11,192,110"
ZBH,"Zimmer Biomet Holdings, Inc.",Bryan Hanson,2019,"$11,176,720"
CCL,Carnival Corporation,Arnold Donald,2019,"$11,149,514"
ESRT,"Empire State Realty Trust, Inc.",Anthony Malkin,2019,"$11,145,499"
BLKB,"Blackbaud, Inc.",Michael Gianoni,2019,"$11,133,210"
CLBK,"Columbia Financial, Inc.",Thomas Kemly,2019,"$11,132,003"
JNPR,"Juniper Networks, Inc.",Rami Rahim,2019,"$11,129,890"
NMRK,"Newmark Group, Inc.",Barry Gosin,2018,"$11,124,398"
KEYS,"Keysight Technologies, Inc.",Ronald Nersesian,2019,"$11,124,216"
HOG,"Harley-Davidson, Inc.",Matthew Levatich,2019,"$11,123,478"
SPR,"Spirit AeroSystems Holdings, Inc.",Thomas Gentile III,2019,"$11,072,149"
WRB,W.R. Berkley Corp.,W. Berkley Jr.,2019,"$11,017,931"
CIEN,Ciena Corporation,Gary Smith,2019,"$11,016,365"
TECH,Bio-Techne Corporation,Charles Kummeth,2019,"$11,011,139"
PTC,PTC Inc.,James Heppelmann,2019,"$10,984,505"
AVLR,"Avalara, Inc.",Scott McFarlane,2019,"$10,984,004"
GLT,P. H. Glatfelter Company,Dante Parrini,2019,"$10,971,912"
OKE,"ONEOK, Inc.",Terry Spencer,2019,"$10,945,741"
AKAM,"Akamai Technologies, Inc.",F. Leighton,2019,"$10,937,601"
AVB,"AvalonBay Communities, Inc.",Timothy Naughton,2019,"$10,921,362"
HAIN,"The Hain Celestial Group, Inc.",Mark Schiller,2019,"$10,920,652"
RPAY,Repay Holdings Corp.,John Morris,2019,"$10,904,331"
HD,"The Home Depot, Inc.",Craig Menear,2020,"$10,889,833"
IRM,Iron Mountain Incorporated,William Meaney,2019,"$10,888,949"
WLK,Westlake Chemical Corporation,Albert Chao,2019,"$10,880,451"
CL,Colgate-Palmolive Company,Noel Wallace,2019,"$10,828,665"
AES,The AES Corporation,Andres Gluski,2019,"$10,827,886"
XBIT,"XBiotech, Inc.",John Simard,2019,"$10,810,362"
PRGO,Perrigo Company plc,Murray Kessler,2019,"$10,807,772"
RNR,RenaissanceRe Holdings Ltd.,Kevin O'Donnell,2019,"$10,768,159"
TOL,"Toll Brothers, Inc.",Douglas Yearley  Jr.,2019,"$10,744,205"
SYY,Sysco Corporation,Thomas Bene,2019,"$10,732,619"
SJM,The J. M. Smucker Company,Mark Smucker,2020,"$10,728,961"
FATE,"Fate Therapeutics, Inc.",J. Wolchko,2019,"$10,720,955"
KODK,Eastman Kodak Company,James Continenza,2019,"$10,716,030"
DRI,"Darden Restaurants, Inc.",Eugene Lee Jr.,2019,"$10,710,578"
IIVI,II-VI Incorporated,Vincent Mattera Jr.,2019,"$10,694,483"
FBHS,"Fortune Brands Home & Security, Inc.",Christopher Klein,2019,"$10,693,887"
VSAT,"ViaSat, Inc.",Mark Dankberg,2019,"$10,688,877"
WLFC,Willis Lease Finance Corporation,Charles Willis IV,2019,"$10,684,138"
SIVB,SVB Financial Group,Greg Becker,2019,"$10,677,545"
LDOS,"Leidos Holdings, Inc.",Roger Krone,2020,"$10,671,271"
CIM,Chimera Investment Corporation,Matthew Lambiase,2019,"$10,665,440"
ALLY,Ally Financial Inc.,Jeffrey Brown,2019,"$10,642,118"
RAMP,"LiveRamp Holdings, Inc.",Scott Howe,2020,"$10,638,325"
EME,"EMCOR Group, Inc.",Anthony Guzzi,2019,"$10,636,167"
STLD,"Steel Dynamics, Inc.",Mark Millett,2019,"$10,615,111"
DLTR,"Dollar Tree, Inc.",Gary Philbin,2020,"$10,604,621"
CHDN,Churchill Downs Incorporated,William Carstanjen,2019,"$10,601,294"
COUP,"Coupa Software, Inc.",Robert Bernshteyn,2020,"$10,586,852"
AKCA,"Akcea Therapeutics, Inc.",Damien McDevitt,2019,"$10,561,449"
TNDM,"Tandem Diabetes Care, Inc.",John Sheridan,2019,"$10,560,937"
WDAY,"Workday, Inc.",Aneel Bhusri,2020,"$10,550,021"
SANM,Sanmina Corp.,Michael Clarke,2019,"$10,511,992"
LAZ,Lazard Ltd,Kenneth Jacobs,2019,"$10,509,588"
CRC,California Resources Corp.,Todd Stevens,2019,"$10,497,077"
GTES,Gates Industrial Corporation Plc,Ivo Jurek,2019,"$10,486,690"
PHR,"Phreesia, Inc.",Chaim Indig,2020,"$10,474,444"
AFG,"American Financial Group, Inc.",Carl Lindner III,2019,"$10,464,587"
CREE,"Cree, Inc.",Gregg Lowe,2019,"$10,448,871"
SPG,"Simon Property Group, Inc.",David Simon,2019,"$10,439,378"
BEN,"Franklin Resources, Inc.",Gregory Johnson,2019,"$10,431,335"
BFYT,"Benefytt Technologies, Inc.",Gavin Southwell,2019,"$10,405,816"
TSN,"Tyson Foods, Inc.",Noel White,2019,"$10,398,160"
ATO,Atmos Energy Corporation,Michael Haefner,2019,"$10,395,993"
HTH,"Hilltop Holdings, Inc.",Alan White,2019,"$10,384,162"
FAF,First American Financial Corporation,Dennis Gilmore,2019,"$10,367,225"
ZGNX,"Zogenix, Inc.",Stephen Farr,2019,"$10,346,750"
PKG,Packaging Corporation of America,Mark Kowlzan,2019,"$10,338,117"
M,"Macy's, Inc.",Jeffrey Gennette,2020,"$10,308,820"
DXCM,"DexCom, Inc.",Kevin Sayer,2019,"$10,279,373"
SWN,Southwestern Energy Company,William Way,2019,"$10,277,819"
OSK,Oshkosh Corporation,Wilson Jones,2019,"$10,258,166"
PWR,"Quanta Services, Inc.",Earl Austin Jr.,2019,"$10,247,932"
TRN,"Trinity Industries, Inc.",Timothy Wallace,2019,"$10,241,919"
MYOK,"MyoKardia, Inc.",Tassos Gianakakos,2019,"$10,223,569"
HEI,HEICO Corporation,Laurans Mendelson,2019,"$10,204,504"
LEG,"Leggett & Platt, Incorporated",Karl Glassman,2019,"$10,193,912"
AME,"AMETEK, Inc.",David Zapico,2019,"$10,176,064"
TCDA,"Tricida, Inc.",Gerrit Klaerner,2019,"$10,168,696"
PII,Polaris Inc.,Scott Wine,2019,"$10,158,452"
SBAC,SBA Communications Corp.,Jeffrey Stoops,2019,"$10,156,251"
AIZ,"Assurant, Inc.",Alan Colberg,2019,"$10,155,682"
ZBRA,Zebra Technologies Corporation,Anders Gustafsson,2019,"$10,150,109"
PBF,"PBF Energy, Inc.",Thomas Nimbley,2019,"$10,149,441"
BKI,"Black Knight, Inc.",Anthony Jabbour,2019,"$10,143,427"
FIZZ,National Beverage Corp.,Nick Caporella,2019,"$10,141,050"
PFSI,"PennyMac Financial Services, Inc.",David Spector,2019,"$10,124,257"
APPN,Appian Corporation,Matthew Calkins,2019,"$10,120,072"
DGX,Quest Diagnostics Incorporated,Stephen Rusckowski,2019,"$10,118,539"
WU,The Western Union Company,Hikmet Ersek,2019,"$10,099,500"
GBT,"Global Blood Therapeutics, Inc.",Ted Love,2019,"$10,097,193"
LCII,LCI Industries,Jason Lippert,2019,"$10,095,637"
IRWD,"Ironwood Pharmaceuticals, Inc.",Mark Mallon,2019,"$10,068,800"
KRTX,"Karuna Therapeutics, Inc.",Steven Paul,2019,"$10,050,749"
LVGO,"Livongo Health, Inc.",Zane Burke,2019,"$10,038,622"
CHE,Chemed Corporation,Kevin McNamara,2019,"$10,019,850"
AXTA,Axalta Coating Systems Ltd.,Robert Bryant,2019,"$9,975,228"
BJ,"BJ's Wholesale Club Holdings, Inc.",Christopher Baldwin,2020,"$9,971,163"
NAV,Navistar International Corporation,Troy Clarke,2019,"$9,964,021"
WY,Weyerhaeuser Company,Devin Stockfish,2019,"$9,957,168"
EAT,"Brinker International, Inc.",Wyman Roberts,2019,"$9,953,912"
LM,"Legg Mason, Inc.",Joseph Sullivan,2019,"$9,952,270"
NKTR,Nektar Therapeutics,Howard Robin,2019,"$9,939,250"
MD,"MEDNAX, Inc.",Roger Medel,2018,"$9,938,017"
AGEN,Agenus Inc.,Garo Armen,2019,"$9,937,038"
RIG,Transocean Ltd.,Jeremy Thigpen,2019,"$9,936,952"
SBGI,"Sinclair Broadcast Group, Inc.",Christopher Ripley,2019,"$9,927,585"
PEAK,"Healthpeak Properties, Inc.",Thomas Herzog,2019,"$9,907,966"
SAGE,"SAGE Therapeutics, Inc.",Jeffrey Jonas,2019,"$9,902,083"
CFG,"Citizens Financial Group, Inc.",Bruce Saun,2019,"$9,898,442"
GIS,"General Mills, Inc.",Jeffrey Harmening,2019,"$9,855,417"
FOLD,"Amicus Therapeutics, Inc.",John Crowley,2019,"$9,852,663"
QLYS,"Qualys, Inc.",Philippe Courtot,2019,"$9,839,485"
RNG,"RingCentral, Inc.",Vladimir Shmunis,2019,"$9,820,094"
SPT,"Sprout Social, Inc.",Justyn Howard,2019,"$9,807,738"
EHTH,"eHealth, Inc.",Scott Flanders,2019,"$9,798,119"
LRN,K12 Inc.,Nathaniel Davis,2019,"$9,785,697"
EIGI,"Endurance International Group Holdings, Inc.",Jeffrey Fox,2019,"$9,772,399"
MOS,The Mosaic Company,James O'Rourke,2019,"$9,767,104"
NWLI,"National Western Life Group, Inc.",Ross Moody,2019,"$9,756,984"
BBX,BBX Capital Corporation,Alan Levan,2018,"$9,731,737"
UNM,Unum Group,Richard McKenney,2019,"$9,727,186"
SRC,"Spirit Realty Capital, Inc.",Jackson Hsieh,2019,"$9,719,499"
AEE,Ameren Corporation,Warner Baxter,2019,"$9,718,998"
K,Kellogg Company,Steven Cahillane,2019,"$9,694,223"
VST,Vistra Corp.,Curtis Morgan,2019,"$9,692,169"
TRMB,Trimble Inc.,Steven Berglund,2020,"$9,680,494"
RTRX,"Retrophin, Inc.",Eric Dube,2019,"$9,679,319"
AMC,"AMC Entertainment Holdings, Inc.",Adam Aron,2019,"$9,671,799"
MKSI,"MKS Instruments, Inc.",Gerald Colella,2019,"$9,669,644"
KEY,KeyCorp,Beth Mooney,2019,"$9,663,988"
FNF,"Fidelity National Financial, Inc.",Raymond Quirk,2019,"$9,646,148"
BYD,Boyd Gaming Corporation,Keith Smith,2019,"$9,645,494"
RMD,ResMed Inc.,Michael Farrell,2019,"$9,635,100"
FTNT,"Fortinet, Inc.",Ken Xie,2019,"$9,629,923"
SNPS,"Synopsys, Inc.",Aart Geus,2019,"$9,627,625"
IONS,"Ionis Pharmaceuticals, Inc.",Stanley Crooke,2019,"$9,598,830"
ODP,"Office Depot, Inc.",Gerry Smith,2019,"$9,588,119"
RP,"RealPage, Inc.",Stephen Winn,2019,"$9,579,996"
CSL,Carlisle Companies Incorporated,D. Koch,2019,"$9,578,941"
VMC,Vulcan Materials Company,J. Hill,2019,"$9,556,186"
PENN,"Penn National Gaming, Inc.",Timothy Wilmott,2019,"$9,533,549"
CMP,"Compass Minerals International, Inc.",Kevin Crutchfield,2019,"$9,525,078"
CCOI,"Cogent Communications Holdings, Inc.",David Schaeffer,2019,"$9,523,519"
OMF,"OneMain Holdings, Inc.",Douglas Shulman,2019,"$9,483,399"
AHCO,AdaptHealth Corp.,Luke McGee,2019,"$9,480,071"
FFIV,"F5 Networks, Inc.",Francois Locoh-Donou,2019,"$9,473,457"
NTRS,Northern Trust Corporation,Michael O'Grady,2019,"$9,459,768"
NBIX,"Neurocrine Biosciences, Inc.",Kevin Gorman,2019,"$9,450,826"
VAR,"Varian Medical Systems, Inc.",Dow Wilson,2019,"$9,446,296"
DEI,"Douglas Emmett, Inc.",Jordan Kaplan,2019,"$9,434,604"
HST,"Host Hotels & Resorts, Inc.",James Risoleo,2019,"$9,434,465"
WWW,"Wolverine World Wide, Inc.",Blake Krueger,2019,"$9,427,274"
CDNA,"CareDx, Inc.",Peter Maag,2019,"$9,424,083"
HELE,Helen of Troy Limited,Julien Mininberg,2020,"$9,414,812"
KMX,"CarMax, Inc.",William Nash,2020,"$9,400,666"
HAE,Haemonetics Corporation,Christopher Simon,2020,"$9,398,204"
STZ,"Constellation Brands, Inc.",William Newlands,2020,"$9,392,650"
CLX,The Clorox Company,Benno Dorer,2019,"$9,362,715"
BPMC,Blueprint Medicines Corp.,Jeffrey Albers,2019,"$9,362,371"
ACGL,Arch Capital Group Ltd.,Marc Grandisson,2019,"$9,360,029"
MDB,"MongoDB, Inc.",Dev Ittycheria,2020,"$9,359,120"
MPWR,"Monolithic Power Systems, Inc.",Michael Hsing,2019,"$9,356,946"
PGRE,"Paramount Group, Inc.",Albert Behler,2019,"$9,356,506"
ADT,"ADT, Inc.",James DeVries,2019,"$9,343,259"
HPP,"Hudson Pacific Properties, Inc.",Victor Coleman,2019,"$9,327,742"
LITE,"Lumentum Holdings, Inc.",Alan Lowe,2019,"$9,325,740"
L,Loews Corporation,James Tisch,2019,"$9,312,872"
GNW,"Genworth Financial, Inc.",Thomas McInerney,2018,"$9,311,944"
JLL,Jones Lang LaSalle Incorporated,Christian Ulbrich,2019,"$9,298,663"
TEN,Tenneco Inc.,Brian Kesseler,2019,"$9,297,547"
PCG,PG&E Corporation,Geisha Williams,2018,"$9,289,842"
AXS,Axis Capital Holdings Limited,Albert Benchimol,2019,"$9,278,330"
CASI,"CASI Pharmaceuticals, Inc.",Wei-Wu He,2019,"$9,265,103"
WEC,"WEC Energy Group, Inc.",J. Fletcher,2019,"$9,262,101"
MSCI,MSCI Inc.,Henry Fernandez,2019,"$9,255,960"
CWK,Cushman & Wakefield Plc,W. White,2019,"$9,252,912"
DFS,Discover Financial Services,Roger Hochschild,2019,"$9,250,436"
VG,Vonage Holdings Corp.,Alan Masarek,2019,"$9,239,322"
JEF,Jefferies Financial Group Inc.,Richard Handler,2019,"$9,231,958"
KFY,Korn Ferry,Gary Burnison,2019,"$9,223,183"
SIG,Signet Jewelers Limited,Virginia Drosos,2020,"$9,222,270"
FL,"Foot Locker, Inc.",Richard Johnson,2020,"$9,222,205"
PHM,"PulteGroup, Inc.",Ryan Marshall,2019,"$9,216,065"
KDP,Keurig Dr Pepper Inc.,Robert Gamgort,2019,"$9,204,921"
MTH,Meritage Homes Corporation,Steven Hilton,2019,"$9,195,591"
MANH,"Manhattan Associates, Inc.",Eddie Capel,2019,"$9,186,524"
CW,Curtiss-Wright Corporation,David Adams,2019,"$9,185,015"
GPK,Graphic Packaging Holding Company,Michael Doss,2019,"$9,154,192"
DOV,Dover Corporation,Richard Tobin,2019,"$9,149,075"
NRG,"NRG Energy, Inc.",Mauricio Gutierrez,2019,"$9,146,053"
MXIM,"Maxim Integrated Products, Inc.",Tunc Doluca,2019,"$9,143,785"
HTZ,"Hertz Global Holdings, Inc.",Kathryn Marinello,2019,"$9,138,362"
CHGG,"Chegg, Inc.",Daniel Rosensweig,2019,"$9,131,071"
IEX,IDEX Corporation,Andrew Silvernail,2019,"$9,119,596"
PD,"PagerDuty, Inc.",Jennifer Tejada,2020,"$9,065,791"
DK,"Delek US Holdings, Inc.",Ezra Yemin,2019,"$9,060,908"
VRSK,"Verisk Analytics, Inc.",Scott Stephenson,2019,"$9,050,882"
THO,"Thor Industries, Inc.",Robert Martin,2019,"$9,048,728"
XPER,Xperi Holding Corp.,Jon Kirchner,2018,"$9,046,650"
OKTA,"Okta, Inc.",Todd McKinnon,2020,"$9,029,320"
DCPH,"Deciphera Pharmaceuticals, Inc.",Steven Hoerter,2019,"$9,025,186"
VRSN,"VeriSign, Inc.",D. Bidzos,2019,"$9,024,073"
TREE,"LendingTree, Inc.",Douglas Lebda,2019,"$9,022,988"
XEC,Cimarex Energy Co.,Thomas Jorden,2019,"$9,002,555"
FITB,Fifth Third Bancorp,Greg Carmichael,2019,"$8,999,237"
VSLR,"Vivint Solar, Inc.",David Bywater,2019,"$8,988,301"
CMS,CMS Energy Corporation,Patricia Poppe,2019,"$8,986,702"
CHD,"Church & Dwight Co., Inc.",Matthew Farrell,2019,"$8,985,122"
KSS,Kohl's Corporation,Michelle Gass,2020,"$8,983,392"
SEE,Sealed Air Corporation,Edward Doheny II,2019,"$8,972,537"
CLI,Mack-Cali Realty Corporation,Michael DeMarco,2019,"$8,967,501"
AJG,Arthur J. Gallagher & Co.,J. Gallagher,2019,"$8,960,616"
PLAN,"Anaplan, Inc.",Frank Calderoni,2020,"$8,959,158"
LOGM,"LogMeIn, Inc.",William Wagner,2019,"$8,953,840"
MRNA,"Moderna, Inc.",Stephane Bancel,2019,"$8,948,207"
ABR,"Arbor Realty Trust, Inc.",Ivan Kaufman,2019,"$8,943,719"
ARNA,"Arena Pharmaceuticals, Inc.",Amit Munshi,2019,"$8,931,402"
GPS,"The Gap, Inc.",Art Peck,2020,"$8,922,585"
MYGN,"Myriad Genetics, Inc.",Mark Capone,2019,"$8,896,684"
ON,ON Semiconductor Corporation,Keith Jackson,2019,"$8,894,933"
ERI,"Eldorado Resorts, Inc.",Thomas Reeg,2019,"$8,889,694"
CCS,"Century Communities, Inc.",Dale Francescon,2019,"$8,889,672"
GTN,"Gray Television, Inc.",Hilton Howell Jr.,2019,"$8,888,509"
PTEN,"Patterson-UTI Energy, Inc.","William Hendricks,Jr",2019,"$8,845,356"
USM,United States Cellular Corporation,Kenneth Meyers,2019,"$8,843,995"
HXL,Hexcel Corporation,Nick Stanage,2019,"$8,822,920"
SEB,Seaboard Corporation,Steven Bresky,2019,"$8,806,646"
RLGY,Realogy Holdings Corp.,Ryan Schneider,2019,"$8,798,510"
SABR,Sabre Corp.,Sean Menke,2019,"$8,785,089"
CRK,"Comstock Resources, Inc.",M. Allison,2019,"$8,778,389"
LUV,Southwest Airlines Co.,Gary Kelly,2019,"$8,771,124"
CF,"CF Industries Holdings, Inc.",W. Will,2019,"$8,758,243"
MTD,Mettler-Toledo International Inc.,Olivier Filliol,2019,"$8,755,320"
CHTR,"Charter Communications, Inc.",Thomas Rutledge,2019,"$8,743,601"
DOCU,"DocuSign, Inc.",Daniel Springer,2020,"$8,733,680"
PSTG,"Pure Storage, Inc.",Charles Giancarlo,2020,"$8,725,179"
STT,State Street Corporation,Ronald O'Hanley,2019,"$8,699,401"
FLS,Flowserve Corporation,R. Rowe,2019,"$8,681,866"
BRMK,"Broadmark Realty Capital, Inc.",Jeffrey Pyatt,2018,"$8,669,797"
RCII,"Rent-A-Center, Inc.",Mitchell Fadel,2019,"$8,665,405"
MAS,Masco Corporation,Keith Allman,2019,"$8,659,363"
VAC,Marriott Vacations Worldwide Corporation,Stephen Weisz,2019,"$8,657,276"
TSCO,Tractor Supply Company,Gregory Sandfort,2019,"$8,655,358"
DAN,Dana Incorporated,James Kamsickas,2019,"$8,645,700"
HII,"Huntington Ingalls Industries, Inc.",C. Petters,2019,"$8,641,992"
CTAS,Cintas Corporation,Scott Farmer,2019,"$8,621,245"
RAD,Rite Aid Corporation,Heyward Donigan,2020,"$8,619,340"
AZO,"AutoZone, Inc.",William Rhodes,2019,"$8,617,562"
UGI,UGI Corporation,John Walsh,2019,"$8,592,760"
AMTD,TD Ameritrade Holding Corporation,Timothy D. Hockey,2018,"$8,577,509"
KMPR,Kemper Corporation,Joseph Lacher,2019,"$8,560,950"
ALLE,Allegion Plc,David Petratis,2019,"$8,552,445"
FSLR,"First Solar, Inc.",Mark Widmar,2019,"$8,524,240"
ALB,Albemarle Corporation,Luther Kissam,2019,"$8,521,584"
GGG,Graco Inc.,Patrick McHale,2019,"$8,520,558"
CTLT,"Catalent, Inc.",John Chiminski,2019,"$8,514,987"
HRB,"H&R Block, Inc.",Jeffrey Jones II,2019,"$8,504,020"
AVY,Avery Dennison Corporation,Mitchell Butier,2019,"$8,495,032"
VRNS,"Varonis Systems, Inc.",Yakov Faitelson,2019,"$8,494,297"
BHF,"Brighthouse Financial, Inc.",Eric Steigerwalt,2019,"$8,490,118"
NATI,National Instruments Corporation,Alexander Davern,2019,"$8,487,974"
MRTX,"Mirati Therapeutics, Inc.",Charles Baum,2019,"$8,484,393"
MGTX,MeiraGTx Holdings Plc,Alexandria Forbes,2019,"$8,480,263"
INGR,Ingredion Incorporated,James Zallie,2019,"$8,474,334"
AVT,"Avnet, Inc.",William Amelio,2019,"$8,438,078"
CFX,Colfax Corporation,Matthew Trerotola,2019,"$8,430,026"
RGS,Regis Corporation,Hugh Sawyer,2019,"$8,427,057"
EEFT,"Euronet Worldwide, Inc.",Michael Brown,2019,"$8,415,773"
PFPT,"Proofpoint, Inc.",Gary Steele,2019,"$8,413,694"
BCO,The Brink's Company,Douglas Pertz,2019,"$8,401,209"
RPM,RPM International Inc.,Frank Sullivan,2019,"$8,397,565"
ANF,Abercrombie & Fitch Co.,Fran Horowitz,2020,"$8,389,027"
RRC,Range Resources Corporation,Jeffrey Ventura,2019,"$8,384,520"
EPAY,"Bottomline Technologies (de), Inc.",Robert Eberle,2019,"$8,373,383"
